date,name,team,opposition,venue,bat_innings,innings_played,previous_average,previous_strike_rate,previous_economy,previous_wicket_hauls,wickets
,BTJ Wheal,Hampshire,Nottinghamshire,"Trent Bridge, Nottingham",,20,21.21810412,27.92420357,5.709622087,0,2
,SW Currie,Hampshire,Nottinghamshire,"Trent Bridge, Nottingham",,13,17.64027778,15.92916667,7.483253968,3,3
,MS Crane,Hampshire,Nottinghamshire,"Trent Bridge, Nottingham",,15,18.80064103,23.40769231,6.940488629,0,1
2021-08-26,JA Brooks,Somerset,Lancashire,"The Cooper Associates County Ground, Taunton",,12,27.06666667,36.13333333,6.449879817,0,0
,JH Davey,Somerset,Lancashire,"The Cooper Associates County Ground, Taunton",,18,23.02983539,33.86574074,5.817525974,2,1
,BGF Green,Somerset,Lancashire,"The Cooper Associates County Ground, Taunton",,11,19.64772727,22.29545455,6.246500052,1,0
,RE van der Merwe,Somerset,Lancashire,"The Cooper Associates County Ground, Taunton",,7,9.642857143,14.26190476,5.716249306,1,4
,M de Lange,Somerset,Lancashire,"The Cooper Associates County Ground, Taunton",,20,27.46728801,34.48878838,6.370631223,1,3
,TA Lammonby,Somerset,Lancashire,"The Cooper Associates County Ground, Taunton",,3,51.33333333,52.66666667,5.34801202,0,1
,TE Bailey,Lancashire,Somerset,"The Cooper Associates County Ground, Taunton",,16,15.01805556,27.20679012,5.545759932,3,1
,RJ Gleeson,Lancashire,Somerset,"The Cooper Associates County Ground, Taunton",,1,0,0,21,0,0
,DJ Lamb,Lancashire,Somerset,"The Cooper Associates County Ground, Taunton",,23,24.70580428,30.02689595,6.180882097,3,2
,TW Hartley,Lancashire,Somerset,"The Cooper Associates County Ground, Taunton",,14,10.88111888,11.31468531,5.8795195,1,0
,LS Livingstone,Lancashire,Somerset,"The Cooper Associates County Ground, Taunton",,19,19.10476974,22.44671053,7.342982456,0,0
,LWP Wells,Lancashire,Somerset,"The Cooper Associates County Ground, Taunton",,8,28.40625,28.9375,7.15625,0,0
2021-08-27,DR Briggs,Birmingham Bears,Kent,"St Lawrence Ground, Canterbury",,27,26.35289155,28.35970127,6.095467854,2,0
,CR Woakes,Birmingham Bears,Kent,"St Lawrence Ground, Canterbury",,7,11.83333333,19.38888889,4.661807348,2,1
,TT Bresnan,Birmingham Bears,Kent,"St Lawrence Ground, Canterbury",,18,19.3034188,30.13034188,6.044777994,0,4
,CN Miles,Birmingham Bears,Kent,"St Lawrence Ground, Canterbury",,22,33.796156,39.40801959,6.7603909,2,1
,JB Lintott,Birmingham Bears,Kent,"St Lawrence Ground, Canterbury",,11,11.48409091,9.920454545,6.58208318,1,1
,JL Denly,Kent,Birmingham Bears,"St Lawrence Ground, Canterbury",,19,6.133928571,9.850446429,5.975792467,0,1
,AF Milne,Kent,Birmingham Bears,"St Lawrence Ground, Canterbury",,14,15.22077922,13.47564935,8.440502538,1,1
,FJ Klaassen,Kent,Birmingham Bears,"St Lawrence Ground, Canterbury",,13,25.82211538,26.60096154,7.919163293,1,0
,ME Milnes,Kent,Birmingham Bears,"St Lawrence Ground, Canterbury",,20,27.2133297,31.78472767,6.774101621,1,4
,Qais Ahmad,Kent,Birmingham Bears,"St Lawrence Ground, Canterbury",,10,13.70634921,12.61111111,7.82522807,0,2
,JA Leaning,Kent,Birmingham Bears,"St Lawrence Ground, Canterbury",,10,30.62222222,52.31111111,5.181846764,0,2
2021-09-18,C Overton,Somerset,Hampshire,"Edgbaston, Birmingham",,20,19.64765625,31.23125,5.0033517,1,1
,JH Davey,Somerset,Hampshire,"Edgbaston, Birmingham",,19,22.92300195,33.08333333,5.860370867,2,4
,RE van der Merwe,Somerset,Hampshire,"Edgbaston, Birmingham",,8,9.28125,13.22916667,5.845468143,2,1
,LP Goldsworthy,Somerset,Hampshire,"Edgbaston, Birmingham",,18,16.45833333,16.08823529,6.56786974,0,1
,BGF Green,Somerset,Hampshire,"Edgbaston, Birmingham",,12,19.64772727,22.29545455,6.797386952,1,1
,M de Lange,Somerset,Hampshire,"Edgbaston, Birmingham",,21,26.82598858,33.24329052,6.547267832,1,2
,CP Wood,Hampshire,Somerset,"Edgbaston, Birmingham",,10,18.875,15.825,7.803222672,0,2
,BTJ Wheal,Hampshire,Somerset,"Edgbaston, Birmingham",,21,20.8029563,27.11828912,5.762410646,0,1
,SW Currie,Hampshire,Somerset,"Edgbaston, Birmingham",,14,16.76121032,15.38660714,7.223021542,3,2
,MS Crane,Hampshire,Somerset,"Edgbaston, Birmingham",,16,19.25060096,23.44471154,6.91295809,0,2
,LA Dawson,Hampshire,Somerset,"Edgbaston, Birmingham",,14,36.4702381,61.54761905,5.244704307,0,1
,GHS Garton,Sussex,Kent,"Edgbaston, Birmingham",,12,22.66769547,29.75154321,6.035437022,1,2
,D Wiese,Sussex,Kent,"Edgbaston, Birmingham",,18,25.26916667,19.77040509,7.634984685,0,0
,TS Mills,Sussex,Kent,"Edgbaston, Birmingham",,8,16.28645833,13.47916667,9.310929487,0,4
,CJ Jordan,Sussex,Kent,"Edgbaston, Birmingham",,17,22.58988071,18.45591663,8.162295144,0,1
,AC Lenham,Sussex,Kent,"Edgbaston, Birmingham",,15,26.16800214,24.43060897,7.246191161,2,0
,WAT Beer,Sussex,Kent,"Edgbaston, Birmingham",,19,19.84719645,22.08178726,6.639866332,0,0
,RS Bopara,Sussex,Kent,"Edgbaston, Birmingham",,9,10.92592593,10.07407407,7.285714286,0,1
,JL Denly,Kent,Sussex,"Edgbaston, Birmingham",,20,6.877232143,10.25792411,6.027002844,0,0
,FJ Klaassen,Kent,Sussex,"Edgbaston, Birmingham",,14,25.82211538,26.60096154,8.329699248,1,4
,ME Milnes,Kent,Sussex,"Edgbaston, Birmingham",,21,26.20317115,30.59259778,6.705493608,2,3
,G Stewart,Kent,Sussex,"Edgbaston, Birmingham",,16,27.91371429,35.32761905,7.599668601,0,0
,Qais Ahmad,Kent,Sussex,"Edgbaston, Birmingham",,11,13.27849928,12.55555556,7.522934609,0,1
,DI Stevens,Kent,Sussex,"Edgbaston, Birmingham",,26,23.96176141,40.98254397,5.880337937,3,1
,JA Leaning,Kent,Sussex,"Edgbaston, Birmingham",,11,28.15656566,48.1010101,5.028951604,0,1
,C Overton,Somerset,Kent,"Edgbaston, Birmingham",,21,19.42633929,30.60119048,5.003192096,1,0
,JH Davey,Somerset,Kent,"Edgbaston, Birmingham",,20,22.21435185,31.74166667,5.987352324,3,2
,RE van der Merwe,Somerset,Kent,"Edgbaston, Birmingham",,9,11.69444444,14.42592593,6.057082794,2,3
,LP Goldsworthy,Somerset,Kent,"Edgbaston, Birmingham",,19,16.75,16.50464396,6.51166607,0,1
,BGF Green,Somerset,Kent,"Edgbaston, Birmingham",,13,18.44405594,21.04195804,6.58220334,1,0
,M de Lange,Somerset,Kent,"Edgbaston, Birmingham",,22,26.58389819,32.30041368,6.718755658,1,1
,JL Denly,Kent,Somerset,"Edgbaston, Birmingham",,21,6.877232143,10.25792411,6.09165106,0,3
,FJ Klaassen,Kent,Somerset,"Edgbaston, Birmingham",,15,24.45064103,25.1775641,8.174385965,2,1
,G Stewart,Kent,Somerset,"Edgbaston, Birmingham",,17,27.91371429,35.32761905,7.623217507,0,1
,ME Milnes,Kent,Somerset,"Edgbaston, Birmingham",,22,25.34545124,29.47475243,6.734031777,2,1
,Qais Ahmad,Kent,Somerset,"Edgbaston, Birmingham",,12,14.83862434,13.50925926,7.562690058,0,2
,DI Stevens,Kent,Somerset,"Edgbaston, Birmingham",,27,23.88910358,39.90911642,6.069955051,3,1
2021-02-27,K Rabada,Lions,Warriors,"Kingsmead, Durban",,5,32.53333333,50,4.680649351,0,0
,BE Hendricks,Lions,Warriors,"Kingsmead, Durban",,3,13.33333333,15.66666667,5.053418803,0,3
,SSB Magala,Lions,Warriors,"Kingsmead, Durban",,3,11.66666667,8.066666667,7.570850202,1,1
,BC Fortuin,Lions,Warriors,"Kingsmead, Durban",,6,17.25,13.25,7.444152047,0,0
,PWA Mulder,Lions,Warriors,"Kingsmead, Durban",,3,19.44444444,41.33333333,4.664835165,0,1
,AM Phangiso,Lions,Warriors,"Kingsmead, Durban",,3,3.5,6,5.5,0,1
,WJ Lubbe,Warriors,Lions,"Kingsmead, Durban",,2,7,12,6.365384615,0,0
,A Nortje,Warriors,Lions,"Kingsmead, Durban",,7,18.5047619,26.82539683,4.402990211,2,0
,M Jansen,Warriors,Lions,"Kingsmead, Durban",,4,12.33333333,12.33333333,7.929487179,0,0
,M Nabe,Warriors,Lions,"Kingsmead, Durban",,3,14.63888889,11.11111111,6.718421053,1,2
,JT Smuts,Warriors,Lions,"Kingsmead, Durban",,6,21.25,18,7.291666667,0,1
,J de Klerk,Warriors,Lions,"Kingsmead, Durban",,0,0,0,0,0,0
2021-02-28,BC Fortuin,Lions,Dolphins,"Kingsmead, Durban",,7,17.25,13.25,7.66641604,0,1
,K Rabada,Lions,Dolphins,"Kingsmead, Durban",,6,32.53333333,50,5.28515651,0,3
,BE Hendricks,Lions,Dolphins,"Kingsmead, Durban",,4,12.25,13.75,5.477564103,0,1
,SSB Magala,Lions,Dolphins,"Kingsmead, Durban",,4,15.75,10.8,7.888663968,1,2
,AM Phangiso,Lions,Dolphins,"Kingsmead, Durban",,4,7.625,10.5,5.375,0,0
,KA Maharaj,Dolphins,Lions,"Kingsmead, Durban",,7,14.65178571,34.11309524,3.900859721,1,1
,P Subrayen,Dolphins,Lions,"Kingsmead, Durban",,5,10.66666667,13.55555556,5.294769231,0,1
,OEG Baartman,Dolphins,Lions,"Kingsmead, Durban",,3,16.83333333,12.5,8.08,0,2
,R Frylinck,Dolphins,Lions,"Kingsmead, Durban",,5,16.2,14,6.567333333,0,1
,K Mungroo,Dolphins,Lions,"Kingsmead, Durban",,5,17.8,14.2,7.852698413,0,1
2021-04-03,MG Neser,Queensland,New South Wales,"North Dalton Park, Wollongong",,11,21.9469697,39.22727273,4.575142673,3,1
,XC Bartlett,Queensland,New South Wales,"North Dalton Park, Wollongong",,14,25.02884615,19.73076923,6.207588144,0,2
,MJ Swepson,Queensland,New South Wales,"North Dalton Park, Wollongong",,7,14.58333333,14.25,6.43,0,2
,JJ Bazley,Queensland,New South Wales,"North Dalton Park, Wollongong",,5,13,9.1,8.746365915,0,0
,B Doggett,Queensland,New South Wales,"North Dalton Park, Wollongong",,9,22.52314815,30.58333333,5.228104506,2,4
,M Labuschagne,Queensland,New South Wales,"North Dalton Park, Wollongong",,21,12.28458465,9.605770538,7.141935394,0,1
,MA Starc,New South Wales,Queensland,"North Dalton Park, Wollongong",,5,38.93333333,74.86666667,3.605790338,0,0
,TA Copeland,New South Wales,Queensland,"North Dalton Park, Wollongong",,3,37.33333333,85.44444444,2.393040293,0,1
,NM Lyon,New South Wales,Queensland,"North Dalton Park, Wollongong",,5,50.5,116.8,2.429919559,1,6
,LC Hatcher,New South Wales,Queensland,"North Dalton Park, Wollongong",,5,13,8.733333333,8.739434092,0,2
,JJS Sangha,New South Wales,Queensland,"North Dalton Park, Wollongong",,2,0,0,6.75,0,1
,SM Boland,Victoria,South Australia,"Junction Oval, Melbourne",,10,16.825,25.20833333,7.359925396,3,1
,M Perry,Victoria,South Australia,"Junction Oval, Melbourne",,3,25.11111111,35.66666667,7.242857143,0,1
,W Sutherland,Victoria,South Australia,"Junction Oval, Melbourne",,5,17.93333333,21.2,6.024242424,0,2
,JM Holland,Victoria,South Australia,"Junction Oval, Melbourne",,2,25.83333333,53.5,2.710714286,0,5
,T Murphy,Victoria,South Australia,"Junction Oval, Melbourne",,0,0,0,0,0,1
,CJ Sayers,South Australia,Victoria,"Junction Oval, Melbourne",,0,0,0,0,0,1
,DJ Worrall,South Australia,Victoria,"Junction Oval, Melbourne",,25,25.95942982,38.68873355,5.976424533,3,3
,SL Kerber,South Australia,Victoria,"Junction Oval, Melbourne",,0,0,0,0,0,3
,DMK Grant,South Australia,Victoria,"Junction Oval, Melbourne",,0,0,0,0,0,1
,TM Head,South Australia,Victoria,"Junction Oval, Melbourne",,9,12.140625,11.8125,6.759152511,0,1
,L Scott,South Australia,Victoria,"Junction Oval, Melbourne",,0,0,0,0,0,1
,JS Paris,Western Australia,Tasmania,"Western Australia Cricket Association Ground, Perth",,1,83,204,2.441176471,0,2
,M Kelly,Western Australia,Tasmania,"Western Australia Cricket Association Ground, Perth",,1,98,228,2.578947368,0,0
,C Green,Western Australia,Tasmania,"Western Australia Cricket Association Ground, Perth",,3,12,30,2.674429224,0,0
,CJ Gannon,Western Australia,Tasmania,"Western Australia Cricket Association Ground, Perth",,1,41.5,110,2.263636364,0,2
,MR Marsh,Western Australia,Tasmania,"Western Australia Cricket Association Ground, Perth",,3,19.33333333,14,7.111111111,0,3
,LR Morris,Western Australia,Tasmania,"Western Australia Cricket Association Ground, Perth",,1,0,0,10.61538462,0,1
,AC Agar,Western Australia,Tasmania,"Western Australia Cricket Association Ground, Perth",,5,2.625,4,7.35,1,2
,JM Bird,Tasmania,Western Australia,"Western Australia Cricket Association Ground, Perth",,12,19.47539683,23.43373016,6.665057545,2,2
,SL Rainbird,Tasmania,Western Australia,"Western Australia Cricket Association Ground, Perth",,6,20.66666667,15.25,6.657930403,0,0
,L Neil-Smith,Tasmania,Western Australia,"Western Australia Cricket Association Ground, Perth",,0,0,0,0,0,2
,JA Freeman,Tasmania,Western Australia,"Western Australia Cricket Association Ground, Perth",,2,14,36.5,2.300904977,0,4
,BJ Webster,Tasmania,Western Australia,"Western Australia Cricket Association Ground, Perth",,6,6.166666667,14.95833333,4.911004785,1,2
2021-03-06,MA Starc,New South Wales,South Australia,Adelaide Oval,,6,38.93333333,74.86666667,3.524825282,0,0
,JR Hazlewood,New South Wales,South Australia,Adelaide Oval,,4,23.1625,72.5625,2.198286387,1,3
,SA Abbott,New South Wales,South Australia,Adelaide Oval,,8,20.625,20.46875,5.930803754,1,0
,NM Lyon,New South Wales,South Australia,Adelaide Oval,,6,45.72222222,105.3888889,2.476657104,2,5
,HNA Conway,New South Wales,South Australia,Adelaide Oval,,4,19.5,21.91666667,6.730049751,0,0
,MC Henriques,New South Wales,South Australia,Adelaide Oval,,0,0,0,0,0,0
,CJ Sayers,South Australia,New South Wales,Adelaide Oval,,1,37,78,2.846153846,0,1
,DJ Worrall,South Australia,New South Wales,Adelaide Oval,,26,26.06355432,39.13660277,5.877993534,3,2
,DMK Grant,South Australia,New South Wales,Adelaide Oval,,1,82,139,3.539568345,0,2
,J Medew-Ewen,South Australia,New South Wales,Adelaide Oval,,0,0,0,0,0,2
,L Scott,South Australia,New South Wales,Adelaide Oval,,1,7,18,2.333333333,0,0
,TM Head,South Australia,New South Wales,Adelaide Oval,,10,16.6265625,22.03125,6.38323726,0,0
2021-04-02,Shaheen Shah Afridi,Pakistan,South Africa,"SuperSport Park, Centurion",,22,26.94207526,34.01910352,6.979437037,1,2
,Mohammad Hasnain,Pakistan,South Africa,"SuperSport Park, Centurion",,11,19.53095238,15.12539683,8.710914603,0,1
,Faheem Ashraf,Pakistan,South Africa,"SuperSport Park, Centurion",,17,33.92410714,47.24404762,6.7427831,0,1
,Haris Rauf,Pakistan,South Africa,"SuperSport Park, Centurion",,19,21.43421053,13.99491627,9.71633801,1,2
,Shadab Khan,Pakistan,South Africa,"SuperSport Park, Centurion",,17,24.40865385,21.60576923,8.281372549,0,0
,Danish Aziz,Pakistan,South Africa,"SuperSport Park, Centurion",,1,0,0,7.5,0,0
,K Rabada,South Africa,Pakistan,"SuperSport Park, Centurion",,7,28.5047619,44.04761905,4.975848437,0,1
,L Ngidi,South Africa,Pakistan,"SuperSport Park, Centurion",,7,13.48571429,16.7,5.3244595,0,0
,A Nortje,South Africa,Pakistan,"SuperSport Park, Centurion",,8,18.5047619,26.82539683,4.821366434,2,4
,AL Phehlukwayo,South Africa,Pakistan,"SuperSport Park, Centurion",,4,16.16666667,10,9.270833333,0,2
,T Shamsi,South Africa,Pakistan,"SuperSport Park, Centurion",,8,18.73958333,16.89583333,7.008223122,1,0
2021-04-04,Shaheen Shah Afridi,Pakistan,South Africa,The Wanderers Stadium,,23,27.09676764,33.88783814,6.932645244,1,1
,Mohammad Hasnain,Pakistan,South Africa,The Wanderers Stadium,,12,22.32003968,19.03161376,8.412424407,0,1
,Faheem Ashraf,Pakistan,South Africa,The Wanderers Stadium,,18,33.42832341,47.67493386,6.51969919,0,1
,Haris Rauf,Pakistan,South Africa,The Wanderers Stadium,,20,22.1625,14.87017045,9.573378253,1,3
,Shadab Khan,Pakistan,South Africa,The Wanderers Stadium,,18,24.40865385,21.60576923,8.116168091,0,0
,Danish Aziz,Pakistan,South Africa,The Wanderers Stadium,,2,0,0,6.416666667,0,0
,K Rabada,South Africa,Pakistan,The Wanderers Stadium,,8,31.31666667,46.16666667,4.980916563,0,1
,L Ngidi,South Africa,Pakistan,The Wanderers Stadium,,8,13.48571429,16.7,5.445192385,0,2
,AL Phehlukwayo,South Africa,Pakistan,The Wanderers Stadium,,5,18.53333333,14.1,8.518306011,0,2
,A Nortje,South Africa,Pakistan,The Wanderers Stadium,,9,17.86534392,25.53924162,4.843036102,3,3
,T Shamsi,South Africa,Pakistan,The Wanderers Stadium,,9,18.73958333,16.89583333,6.769214204,1,1
,AK Markram,South Africa,Pakistan,The Wanderers Stadium,,3,0,0,4.111111111,0,0
2021-04-07,AK Markram,South Africa,Pakistan,"SuperSport Park, Centurion",,4,0,0,4.083333333,0,2
,BE Hendricks,South Africa,Pakistan,"SuperSport Park, Centurion",,5,16,16,5.870051282,0,0
,L Sipamla,South Africa,Pakistan,"SuperSport Park, Centurion",,5,25.83333333,30.16666667,8.046,0,0
,DM Dupavillon,South Africa,Pakistan,"SuperSport Park, Centurion",,1,0,0,7.894736842,0,0
,AL Phehlukwayo,South Africa,Pakistan,"SuperSport Park, Centurion",,6,21.02777778,17.25,8.113739858,0,1
,KA Maharaj,South Africa,Pakistan,"SuperSport Park, Centurion",,8,15.8203125,32.97395833,4.133252256,1,3
,JT Smuts,South Africa,Pakistan,"SuperSport Park, Centurion",,7,20.78571429,18.85714286,6.892857143,0,1
,Shaheen Shah Afridi,Pakistan,South Africa,"SuperSport Park, Centurion",,24,29.09273565,35.01751156,6.951162075,1,3
,Hasan Ali,Pakistan,South Africa,"SuperSport Park, Centurion",,17,23.61815126,22.57086835,6.535225276,3,1
,Haris Rauf,Pakistan,South Africa,"SuperSport Park, Centurion",,21,21.96428571,15.13032107,9.370430498,1,2
,Usman Qadir,Pakistan,South Africa,"SuperSport Park, Centurion",,8,22.66666667,18.48958333,7.128717949,0,1
,Mohammad Nawaz (3),Pakistan,South Africa,"SuperSport Park, Centurion",,12,14.19270833,12.44791667,7.058849206,0,3
,Faheem Ashraf,Pakistan,South Africa,"SuperSport Park, Centurion",,19,34.93209586,48.06046366,6.532537989,0,0
2021-04-10,Shaheen Shah Afridi,Pakistan,South Africa,"The Wanderers Stadium, Johannesburg",,25,28.70235956,34.40347776,6.909047795,1,1
,Mohammad Nawaz (3),Pakistan,South Africa,"The Wanderers Stadium, Johannesburg",,13,13.97275641,12.56730769,6.889487179,0,2
,Hasan Ali,Pakistan,South Africa,"The Wanderers Stadium, Johannesburg",,18,26.58380952,24.76137566,6.5861357,3,2
,Usman Qadir,Pakistan,South Africa,"The Wanderers Stadium, Johannesburg",,9,25.48148148,22.43518519,6.929230769,0,0
,Haris Rauf,Pakistan,South Africa,"The Wanderers Stadium, Johannesburg",,22,21.98863636,15.6925792,9.167642335,1,1
,Faheem Ashraf,Pakistan,South Africa,"The Wanderers Stadium, Johannesburg",,20,34.93209586,48.06046366,6.505911089,0,0
,GF Linde,South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",,7,14.4375,14.375,5.293124019,1,0
,LB Williams,South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",,5,17.2,14.1,7.115789474,0,1
,BE Hendricks,South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",,6,16,16,5.683376068,0,3
,SSB Magala,South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",,5,14.5,11.14,7.222931174,1,0
,T Shamsi,South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",,10,22.865625,19.50625,6.929502086,1,2
,AL Phehlukwayo,South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",,7,23.45238095,18.35714286,8.257491307,0,0
2021-04-12,GF Linde,South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",,8,14.4375,14.375,5.923150183,1,3
,BE Hendricks,South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",,7,15.23809524,14.9047619,5.968608059,0,0
,T Shamsi,South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",,11,22.15056818,18.82386364,6.981365532,1,1
,LB Williams,South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",,6,20.83333333,15.58333333,7.625476735,0,3
,SSB Magala,South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",,6,14.5,11.14,7.733395026,1,2
,Shaheen Shah Afridi,Pakistan,South Africa,"The Wanderers Stadium, Johannesburg",,26,29.32919189,34.003344,7.076007495,1,0
,Mohammad Nawaz (3),Pakistan,South Africa,"The Wanderers Stadium, Johannesburg",,14,13.72470238,12.52678571,6.772380952,0,0
,Mohammad Hasnain,Pakistan,South Africa,"The Wanderers Stadium, Johannesburg",,13,26.37234432,22.25995116,8.332780159,0,1
,Hasan Ali,Pakistan,South Africa,"The Wanderers Stadium, Johannesburg",,19,25.92150376,24.08972431,6.607918032,3,1
,Usman Qadir,Pakistan,South Africa,"The Wanderers Stadium, Johannesburg",,10,25.48148148,22.43518519,7.502974359,0,2
,Faheem Ashraf,Pakistan,South Africa,"The Wanderers Stadium, Johannesburg",,21,34.93209586,48.06046366,6.648486752,0,0
2021-04-14,Shaheen Shah Afridi,Pakistan,South Africa,"SuperSport Park, Centurion",,27,29.32919189,34.003344,7.196649193,1,1
,Mohammad Nawaz (3),Pakistan,South Africa,"SuperSport Park, Centurion",,15,13.72470238,12.52678571,6.965333333,0,2
,Hasan Ali,Pakistan,South Africa,"SuperSport Park, Centurion",,20,25.42542857,23.5352381,6.646752899,3,1
,Haris Rauf,Pakistan,South Africa,"SuperSport Park, Centurion",,23,22.64130435,15.79290184,9.305281074,1,0
,Faheem Ashraf,Pakistan,South Africa,"SuperSport Park, Centurion",,22,34.93209586,48.06046366,6.982646445,0,1
,GF Linde,South Africa,Pakistan,"SuperSport Park, Centurion",,9,13.68518519,13.7037037,5.878355718,1,0
,BE Hendricks,South Africa,Pakistan,"SuperSport Park, Centurion",,8,15.23809524,14.9047619,6.066282051,0,0
,LB Williams,South Africa,Pakistan,"SuperSport Park, Centurion",,7,19.52380952,14.5,7.786122916,0,1
,T Shamsi,South Africa,Pakistan,"SuperSport Park, Centurion",,12,22.13802083,19.25520833,6.857918405,1,0
,SSB Magala,South Africa,Pakistan,"SuperSport Park, Centurion",,7,14.78571429,11.69142857,7.571481451,1,0
