date,name,team,opposition,venue,bat_innings,innings_played,previous_average,previous_strike_rate,previous_economy,previous_wicket_hauls,wickets
,Akash Babu,Qatar,Denmark,"Maple Leaf North-East Ground, King City",,1,20,23.5,5.106382979,0,0
,Muhammad Tanveer,Qatar,Denmark,"Maple Leaf North-East Ground, King City",,4,18.66666667,18.33333333,5.862121212,0,0
,Imraz Rafi,Qatar,Denmark,"Maple Leaf North-East Ground, King City",,0,0,0,0,0,1
,Surya Anand,Denmark,Qatar,"Maple Leaf North-East Ground, King City",,13,13.22135417,17.21354167,5.113501883,0,0
,OD Hald,Denmark,Qatar,"Maple Leaf North-East Ground, King City",,7,21.52857143,20.22857143,7.289450549,0,2
,ND Laegsgaard,Denmark,Qatar,"Maple Leaf North-East Ground, King City",,5,7.4,10.6,5.018666667,1,2
,SA Ahmad,Denmark,Qatar,"Maple Leaf North-East Ground, King City",,13,10.42022792,13.72222222,5.452471564,0,4
,Saud Munir,Denmark,Qatar,"Maple Leaf North-East Ground, King City",,4,11.77777778,13.22222222,5.310480769,0,0
,HAM Shah,Denmark,Qatar,"Maple Leaf North-East Ground, King City",,7,12.67619048,13.02857143,5.280187649,0,2
2022-08-02,Amjad Mahboob,Singapore,Malaysia,"Maple Leaf North-East Ground, King City",,11,24.5995671,22.6991342,7.564732276,0,1
,U Aryaman Sunil,Singapore,Malaysia,"Maple Leaf North-East Ground, King City",,11,23.16666667,15.48055556,9.7281538,0,0
,Janak Prakash,Singapore,Malaysia,"Maple Leaf North-East Ground, King City",,11,23.56458333,15.88333333,8.558001392,0,4
,AR Puri,Singapore,Malaysia,"Maple Leaf North-East Ground, King City",,10,10.5,8.952380952,8.841948718,0,2
,V Baskaran,Singapore,Malaysia,"Maple Leaf North-East Ground, King City",,10,17.66,19.23,7.005222993,0,1
,AE Paraam,Singapore,Malaysia,"Maple Leaf North-East Ground, King City",,2,17.25,21,5.175,0,0
,Pavandeep Singh,Malaysia,Singapore,"Maple Leaf North-East Ground, King City",,15,18.01212121,18.04848485,5.862059761,0,0
,Syed Aziz,Malaysia,Singapore,"Maple Leaf North-East Ground, King City",,12,10.66022727,8.160227273,9.453065002,0,2
,Khizar Hayat,Malaysia,Singapore,"Maple Leaf North-East Ground, King City",,11,10.04545455,13.86363636,5.960518955,0,2
,Anwar Rahman,Malaysia,Singapore,"Maple Leaf North-East Ground, King City",,8,21.35416667,22.625,7.337200504,0,2
,Virandeep Singh,Malaysia,Singapore,"Maple Leaf North-East Ground, King City",,12,5.8125,9.152777778,5.375962801,1,0
,Muhammad Amir,Malaysia,Singapore,"Maple Leaf North-East Ground, King City",,3,23.66666667,12.33333333,11,0,0
,S Muniandy,Malaysia,Singapore,"Maple Leaf North-East Ground, King City",,9,2.625,2.703125,9.025102578,1,0
2022-08-03,Amjad Mahboob,Singapore,Denmark,"Maple Leaf North-West Ground, King City",,12,27.29960317,25.30753968,7.462115697,0,3
,U Aryaman Sunil,Singapore,Denmark,"Maple Leaf North-West Ground, King City",,12,23.16666667,15.48055556,9.358152283,0,0
,V Baskaran,Singapore,Denmark,"Maple Leaf North-West Ground, King City",,11,17.50909091,23.02727273,6.511454584,0,2
,Janak Prakash,Singapore,Denmark,"Maple Leaf North-West Ground, King City",,12,22.33003472,15.83055556,8.131719855,1,1
,AE Paraam,Singapore,Denmark,"Maple Leaf North-West Ground, King City",,3,17.25,21,4.783333333,0,1
,Manpreet Singh,Singapore,Denmark,"Maple Leaf North-West Ground, King City",,1,0,0,9.428571429,0,0
,Surya Anand,Denmark,Singapore,"Maple Leaf North-West Ground, King City",,14,13.22135417,17.21354167,5.191108891,0,3
,OD Hald,Denmark,Singapore,"Maple Leaf North-West Ground, King City",,8,20.775,20.7,6.862644231,0,1
,ND Laegsgaard,Denmark,Singapore,"Maple Leaf North-West Ground, King City",,6,8.75,12.41666667,4.903152455,1,3
,Saud Munir,Denmark,Singapore,"Maple Leaf North-West Ground, King City",,5,11.77777778,13.22222222,5.012020979,0,3
,SA Ahmad,Denmark,Singapore,"Maple Leaf North-West Ground, King City",,14,10.21164021,13.72420635,5.296775543,1,0
,HAM Shah,Denmark,Singapore,"Maple Leaf North-West Ground, King City",,8,13.34166667,15.2125,5.062787143,0,0
,Muhammad Murad,Qatar,Canada,"Maple Leaf North-East Ground, King City",,5,11.3,10.91666667,6.451896691,1,3
,Ikramullah Khan,Qatar,Canada,"Maple Leaf North-East Ground, King City",,2,29,38.625,4.586462189,1,2
,Muhammad Tanveer,Qatar,Canada,"Maple Leaf North-East Ground, King City",,5,18.66666667,18.33333333,6.28969697,0,0
,Mohammed Nadeem,Qatar,Canada,"Maple Leaf North-East Ground, King City",,5,13.4,20.2,6.529690346,1,3
,Akash Babu,Qatar,Canada,"Maple Leaf North-East Ground, King City",,2,20,23.5,5.30829353,0,0
,Imraz Rafi,Qatar,Canada,"Maple Leaf North-East Ground, King City",,1,26,31,5.032258065,0,1
,Salman Nazar,Canada,Qatar,"Maple Leaf North-East Ground, King City",,8,12.6375,19.0875,5.118717949,2,3
,JOA Gordon,Canada,Qatar,"Maple Leaf North-East Ground, King City",,2,15.41666667,19.83333333,4.666525424,0,4
,Saad Bin Zafar,Canada,Qatar,"Maple Leaf North-East Ground, King City",,11,8.73030303,12.26060606,5.067005348,1,2
,D Heyliger,Canada,Qatar,"Maple Leaf North-East Ground, King City",,11,12.57727273,18.93181818,5.848615038,1,0
,H Thaker,Canada,Qatar,"Maple Leaf North-East Ground, King City",,5,7.133333333,8.4,4.666666667,1,1
2022-08-05,AL Stephen,Vanuatu,Canada,"Maple Leaf North-West Ground, King City",,1,27,32,5.0625,0,2
,N Nipiko,Vanuatu,Canada,"Maple Leaf North-West Ground, King City",,1,25,25,6,0,2
,D Wotu,Vanuatu,Canada,"Maple Leaf North-West Ground, King City",,0,0,0,0,0,0
,W Nalisa,Vanuatu,Canada,"Maple Leaf North-West Ground, King City",,1,48,65,4.430769231,0,0
,J Rasu,Vanuatu,Canada,"Maple Leaf North-West Ground, King City",,1,0,0,4.131147541,0,1
,SH Obed,Vanuatu,Canada,"Maple Leaf North-West Ground, King City",,0,0,0,0,0,0
,JOA Gordon,Canada,Vanuatu,"Maple Leaf North-West Ground, King City",,3,12.11111111,16.38888889,4.268911686,1,1
,D Heyliger,Canada,Vanuatu,"Maple Leaf North-West Ground, King City",,12,12.57727273,18.93181818,5.784307375,1,2
,Saad Bin Zafar,Canada,Vanuatu,"Maple Leaf North-West Ground, King City",,12,9.044444444,13.28055556,4.899856943,1,2
,Rommel Shahzad,Canada,Vanuatu,"Maple Leaf North-West Ground, King City",,0,0,0,0,0,4
,Pavandeep Singh,Malaysia,Denmark,"Maple Leaf North-East Ground, King City",,16,18.01212121,18.04848485,5.739431026,0,1
,Muhammad Wafiq,Malaysia,Denmark,"Maple Leaf North-East Ground, King City",,11,19.60678211,14.65969216,7.525711558,0,0
,Syed Aziz,Malaysia,Denmark,"Maple Leaf North-East Ground, King City",,13,11.45559441,9.301748252,9.147310838,0,0
,Anwar Rahman,Malaysia,Denmark,"Maple Leaf North-East Ground, King City",,9,21.37037037,23.16666667,7.043168125,0,3
,M Syahadat Ramli,Malaysia,Denmark,"Maple Leaf North-East Ground, King City",,1,7,12,3.5,0,1
,Muhammad Amir,Malaysia,Denmark,"Maple Leaf North-East Ground, King City",,4,23.66666667,12.33333333,10.25,0,1
,OD Hald,Denmark,Malaysia,"Maple Leaf North-East Ground, King City",,9,23.91111111,25.4,6.618646724,0,0
,ND Laegsgaard,Denmark,Malaysia,"Maple Leaf North-East Ground, King City",,7,9.785714286,13.5952381,4.866296574,1,6
,Saud Munir,Denmark,Malaysia,"Maple Leaf North-East Ground, King City",,6,13.03703704,14.40740741,5.127503821,0,0
,S Thanikaithasan,Denmark,Malaysia,"Maple Leaf North-East Ground, King City",,4,14.5,12,8.150735294,0,0
,HAM Shah,Denmark,Malaysia,"Maple Leaf North-East Ground, King City",,9,13.34166667,15.2125,5.333588572,0,1
,SA Ahmad,Denmark,Malaysia,"Maple Leaf North-East Ground, King City",,15,10.21164021,13.72420635,5.476990507,1,3
2022-08-06,Pavandeep Singh,Malaysia,Qatar,"Maple Leaf North-West Ground, King City",,17,19.89376114,20.92798574,5.665206374,0,0
,Muhammad Wafiq,Malaysia,Qatar,"Maple Leaf North-West Ground, King City",,12,19.60678211,14.65969216,7.246395015,0,1
,Syed Aziz,Malaysia,Qatar,"Maple Leaf North-West Ground, King City",,14,11.45559441,9.301748252,8.877390139,0,1
,S Muniandy,Malaysia,Qatar,"Maple Leaf North-West Ground, King City",,10,2.625,2.703125,8.62259232,1,1
,Anwar Rahman,Malaysia,Qatar,"Maple Leaf North-West Ground, King City",,10,20.8,22.85,6.808851313,0,2
,Muhammad Amir,Malaysia,Qatar,"Maple Leaf North-West Ground, King City",,5,26.73333333,19.46666667,9.175,0,0
,Virandeep Singh,Malaysia,Qatar,"Maple Leaf North-West Ground, King City",,13,5.8125,9.152777778,5.347042585,1,0
,M Syahadat Ramli,Malaysia,Qatar,"Maple Leaf North-West Ground, King City",,2,23.5,30.5,4.198979592,0,4
,Gayan Munaweera,Qatar,Malaysia,"Maple Leaf North-West Ground, King City",,3,4,6.5,10.42124542,0,0
,Muhammad Murad,Qatar,Malaysia,"Maple Leaf North-West Ground, King City",,6,12.08333333,12.09722222,6.265469465,1,3
,Muhammad Tanveer,Qatar,Malaysia,"Maple Leaf North-West Ground, King City",,6,18.66666667,18.33333333,5.841414141,0,3
,Mohammed Nadeem,Qatar,Malaysia,"Maple Leaf North-West Ground, King City",,6,13.44444444,20.22222222,6.113539769,1,3
,Assad Borham,Qatar,Malaysia,"Maple Leaf North-West Ground, King City",,0,0,0,0,0,1
,Imraz Rafi,Qatar,Malaysia,"Maple Leaf North-West Ground, King City",,2,42.5,47.5,5.281754032,0,0
,Akash Babu,Qatar,Malaysia,"Maple Leaf North-West Ground, King City",,3,20,23.5,5.300767115,0,0
,Zaheer Ibrahim,Qatar,Malaysia,"Maple Leaf North-West Ground, King City",,2,0,0,4.5,0,0
,Amjad Mahboob,Singapore,Vanuatu,"Maple Leaf North-East Ground, King City",,13,26.43040293,24.92490842,7.251284603,0,1
,U Aryaman Sunil,Singapore,Vanuatu,"Maple Leaf North-East Ground, King City",,13,23.16666667,15.48055556,9.278492926,0,3
,V Baskaran,Singapore,Vanuatu,"Maple Leaf North-East Ground, King City",,12,17.63333333,23.65,6.280308779,0,3
,Janak Prakash,Singapore,Vanuatu,"Maple Leaf North-East Ground, King City",,13,26.07387821,19.61282051,8.010344955,1,3
,AE Paraam,Singapore,Vanuatu,"Maple Leaf North-East Ground, King City",,4,21.4375,26.5,4.773546512,0,0
,AR Puri,Singapore,Vanuatu,"Maple Leaf North-East Ground, King City",,11,10.72727273,10.04761905,8.375797536,0,0
,D Wotu,Vanuatu,Singapore,"Maple Leaf North-East Ground, King City",,1,0,0,7.862068966,0,0
,J Rasu,Vanuatu,Singapore,"Maple Leaf North-East Ground, King City",,2,28.5,18.5,6.687195392,0,2
,Obed Yosef,Vanuatu,Singapore,"Maple Leaf North-East Ground, King City",,1,53,43,7.395348837,0,0
,W Nalisa,Vanuatu,Singapore,"Maple Leaf North-East Ground, King City",,2,48,65,5.157692308,0,2
2022-08-04,Z Burgess,Bermuda,Italy,"Grainville, St Saviour",,3,22,22,4.783157895,0,1
,KS Leverock,Bermuda,Italy,"Grainville, St Saviour",,5,16.8,17.25,5.688383838,1,2
,JT Darrell,Bermuda,Italy,"Grainville, St Saviour",,3,11.83333333,20.33333333,3.384615385,0,3
,CAW Jeffers,Bermuda,Italy,"Grainville, St Saviour",,1,0,0,7,0,3
,C Trott,Bermuda,Italy,"Grainville, St Saviour",,2,0,0,7.556390977,0,1
,GK Berg,Italy,Bermuda,"Grainville, St Saviour",,24,20.7378882,45.8505521,3.399185797,4,2
,HJ Manenti,Italy,Bermuda,"Grainville, St Saviour",,4,8.5625,11.375,4.936023392,2,2
,Jaspreet Singh,Italy,Bermuda,"Grainville, St Saviour",,10,14.9921875,17.7453125,5.402452951,1,2
,Ali Hasan,Italy,Bermuda,"Grainville, St Saviour",,3,8,12,4.333333333,0,0
,MGSM Fernando,Italy,Bermuda,"Grainville, St Saviour",,7,15.75,18.41666667,5.376666667,0,2
,N Pauththuwadura,Italy,Bermuda,"Grainville, St Saviour",,0,0,0,0,0,2
2022-08-05,J Sumerauer,Jersey,Uganda,"Farmers Cricket Club Ground, St Martin",,12,15.38143338,15.9037999,7.066083112,1,1
,AW Hawkins-Kay,Jersey,Uganda,"Farmers Cricket Club Ground, St Martin",,3,16.3,19.9,3.88914956,1,0
,CW Perchard,Jersey,Uganda,"Farmers Cricket Club Ground, St Martin",,14,12.50178571,15.13958333,5.193104081,1,0
,H Carlyon,Jersey,Uganda,"Farmers Cricket Club Ground, St Martin",,14,10.23809524,14.92857143,4.54683584,0,0
,EJB Miles,Jersey,Uganda,"Farmers Cricket Club Ground, St Martin",,11,12.504329,13.27380952,6.018546631,1,2
,DG Blampied,Jersey,Uganda,"Farmers Cricket Club Ground, St Martin",,14,13.95734127,15.9265873,7.07731685,1,0
,AM Tribe,Jersey,Uganda,"Farmers Cricket Club Ground, St Martin",,0,0,0,0,0,3
,Riazat Ali Shah,Uganda,Jersey,"Farmers Cricket Club Ground, St Martin",,26,17.60233918,15.49749373,7.277936851,1,2
,F Nsubuga,Uganda,Jersey,"Farmers Cricket Club Ground, St Martin",,26,9.511331261,15.36726237,5.033269231,0,1
,Bilal Hassun,Uganda,Jersey,"Farmers Cricket Club Ground, St Martin",,12,16.38095238,13.25992063,6.750939568,0,1
,DM Nakrani,Uganda,Jersey,"Farmers Cricket Club Ground, St Martin",,34,18.05892265,20.35816049,5.405202342,4,1
,H Ssenyondo,Uganda,Jersey,"Farmers Cricket Club Ground, St Martin",,27,10.56293403,14.40364583,5.589611993,1,0
,D Muhumuza,Uganda,Jersey,"Farmers Cricket Club Ground, St Martin",,11,13.46,13.33125,7.027489177,0,0
2022-08-07,Riazat Ali Shah,Uganda,Italy,"Grainville, St Saviour",,27,17.59854884,15.59017915,7.224433017,1,1
,F Nsubuga,Uganda,Italy,"Grainville, St Saviour",,27,11.19609677,17.05736376,5.047216151,0,4
,Bilal Hassun,Uganda,Italy,"Grainville, St Saviour",,13,19.12087912,16.62454212,6.652689156,0,0
,H Ssenyondo,Uganda,Italy,"Grainville, St Saviour",,28,10.56293403,14.40364583,5.550697279,1,2
,DM Nakrani,Uganda,Italy,"Grainville, St Saviour",,35,19.48581058,21.49078448,5.445053703,4,3
,HJ Manenti,Italy,Uganda,"Grainville, St Saviour",,5,9.05,13.8,4.510520841,2,1
,GK Berg,Italy,Uganda,"Grainville, St Saviour",,25,20.14837267,45.01653002,3.320818365,4,0
,Jaspreet Singh,Italy,Uganda,"Grainville, St Saviour",,11,14.67471591,17.859375,5.241464405,1,1
,Ali Hasan,Italy,Uganda,"Grainville, St Saviour",,4,8,12,4.138888889,0,1
,NPF Ranhaluge,Italy,Uganda,"Grainville, St Saviour",,0,0,0,0,0,0
,D Samarawickrama,Italy,Uganda,"Grainville, St Saviour",,0,0,0,0,0,0
2022-08-08,HJ Manenti,Italy,Kenya,"Farmers Cricket Club Ground, St Martin",,6,12.20833333,16.16666667,4.758767368,2,3
,GK Berg,Italy,Kenya,"Farmers Cricket Club Ground, St Martin",,26,20.14837267,45.01653002,3.423863812,4,2
,Ali Hasan,Italy,Kenya,"Farmers Cricket Club Ground, St Martin",,5,8.8,14.6,3.887111111,0,1
,GP Meade,Italy,Kenya,"Farmers Cricket Club Ground, St Martin",,11,14.2515625,15.2703125,5.679250749,0,0
,Jagmeet Singh,Italy,Kenya,"Farmers Cricket Club Ground, St Martin",,0,0,0,0,0,1
,Jaspreet Singh,Italy,Kenya,"Farmers Cricket Club Ground, St Martin",,12,15.45182292,18.53776042,5.266214166,1,0
,NPF Ranhaluge,Italy,Kenya,"Farmers Cricket Club Ground, St Martin",,1,0,0,5.538461538,0,0
,NM Odhiambo,Kenya,Italy,"Farmers Cricket Club Ground, St Martin",,2,30.5,25.5,7.001644737,0,1
,E Ochieng,Kenya,Italy,"Farmers Cricket Club Ground, St Martin",,6,26.30555556,19.44444444,7.696208402,0,2
,SO Ngoche,Kenya,Italy,"Farmers Cricket Club Ground, St Martin",,14,16.56410256,17.00854701,6.101428571,0,2
,Tanzeel Sheikh,Kenya,Italy,"Farmers Cricket Club Ground, St Martin",,1,0,0,3,0,0
,Vraj Patel,Kenya,Italy,"Farmers Cricket Club Ground, St Martin",,10,10.72190476,15.72714286,4.658614404,1,3
,RR Patel,Kenya,Italy,"Farmers Cricket Club Ground, St Martin",,8,10.16666667,12.11111111,6.174402351,0,0
,CO Obuya,Kenya,Italy,"Farmers Cricket Club Ground, St Martin",,7,14.08333333,14.91666667,7.949552059,0,2
2022-08-10,Riazat Ali Shah,Uganda,Kenya,"Grainville, St Saviour",,28,17.93431495,16.8905299,7.077681288,1,4
,J Miyaji,Uganda,Kenya,"Grainville, St Saviour",,6,17.75,24.86111111,5.449682734,0,3
,F Nsubuga,Uganda,Kenya,"Grainville, St Saviour",,28,10.86766474,16.93031506,4.898704463,1,0
,DM Nakrani,Uganda,Kenya,"Grainville, St Saviour",,36,19.12972324,21.31974417,5.36626598,4,1
,H Ssenyondo,Uganda,Kenya,"Grainville, St Saviour",,29,10.90559148,14.94145115,5.500673235,1,1
,Vraj Patel,Kenya,Uganda,"Grainville, St Saviour",,11,10.95930736,15.93376623,4.639144408,1,1
,EB Ringera,Kenya,Uganda,"Grainville, St Saviour",,12,16.8030303,17.51515152,5.771059386,2,6
,E Ochieng,Kenya,Uganda,"Grainville, St Saviour",,7,25.9047619,20.02380952,7.453892916,0,0
,NM Odhiambo,Kenya,Uganda,"Grainville, St Saviour",,3,38.33333333,32.33333333,7.015589245,0,1
,Tanzeel Sheikh,Kenya,Uganda,"Grainville, St Saviour",,2,0,0,4.306451613,0,1
,SO Ngoche,Kenya,Uganda,"Grainville, St Saviour",,15,16.89316239,17.87464387,5.981333333,0,1
,J Sumerauer,Jersey,Hong Kong,"Farmers Cricket Club Ground, St Martin",,13,16.27516928,17.68043068,6.842064885,1,2
,AW Hawkins-Kay,Jersey,Hong Kong,"Farmers Cricket Club Ground, St Martin",,4,16.3,19.9,4.577576456,1,0
,CW Perchard,Jersey,Hong Kong,"Farmers Cricket Club Ground, St Martin",,15,12.50178571,15.13958333,5.09451619,1,0
,EJB Miles,Jersey,Hong Kong,"Farmers Cricket Club Ground, St Martin",,12,14.00396825,14.75099206,6.008936562,1,1
,AM Tribe,Jersey,Hong Kong,"Farmers Cricket Club Ground, St Martin",,1,12.33333333,18.33333333,4.036363636,0,1
,H Carlyon,Jersey,Hong Kong,"Farmers Cricket Club Ground, St Martin",,15,10.23809524,14.92857143,4.577046784,0,0
,DG Blampied,Jersey,Hong Kong,"Farmers Cricket Club Ground, St Martin",,15,13.95734127,15.9265873,7.072162393,1,0
,A Shukla,Hong Kong,Jersey,"Farmers Cricket Club Ground, St Martin",,4,40.33333333,41,7.059076355,0,1
,Haroon Arshad,Hong Kong,Jersey,"Farmers Cricket Club Ground, St Martin",,3,18.5,19.5,9.066666667,0,1
,Aizaz Khan,Hong Kong,Jersey,"Farmers Cricket Club Ground, St Martin",,7,13.57142857,15.79761905,5.289167253,1,0
,Yasim Murtaza,Hong Kong,Jersey,"Farmers Cricket Club Ground, St Martin",,7,21.27777778,28.44444444,6.26477763,0,0
,Ehsan Khan,Hong Kong,Jersey,"Farmers Cricket Club Ground, St Martin",,7,12.75,16.97619048,4.828217338,1,1
,Mohammad Ghazanfar,Hong Kong,Jersey,"Farmers Cricket Club Ground, St Martin",,7,16.42857143,18.0952381,5.564012303,0,0
,KD Shah,Hong Kong,Jersey,"Farmers Cricket Club Ground, St Martin",,5,2.2,6,8.028571429,0,0
2022-08-11,EB Ringera,Kenya,Bermuda,"Farmers Cricket Club Ground, St Martin",,13,15.97202797,16.86013986,5.634824049,3,1
,E Ochieng,Kenya,Bermuda,"Farmers Cricket Club Ground, St Martin",,8,25.9047619,20.02380952,6.953974483,0,0
,NM Odhiambo,Kenya,Bermuda,"Farmers Cricket Club Ground, St Martin",,4,32.75,32,6.035885482,0,0
,SO Ngoche,Kenya,Bermuda,"Farmers Cricket Club Ground, St Martin",,16,16.52483974,20.50747863,5.67625,0,2
,RR Patel,Kenya,Bermuda,"Farmers Cricket Club Ground, St Martin",,9,10.16666667,12.11111111,6.062431719,0,0
,Vraj Patel,Kenya,Bermuda,"Farmers Cricket Club Ground, St Martin",,12,12.96269841,19.60595238,4.544215707,1,0
,CO Obuya,Kenya,Bermuda,"Farmers Cricket Club Ground, St Martin",,8,14.01041667,14.67708333,7.734704206,0,2
,Tanzeel Sheikh,Kenya,Bermuda,"Farmers Cricket Club Ground, St Martin",,3,6.333333333,14.66666667,3.734604106,0,2
,KS Leverock,Bermuda,Kenya,"Farmers Cricket Club Ground, St Martin",,6,19,19.04166667,5.811748437,1,3
,JT Darrell,Bermuda,Kenya,"Farmers Cricket Club Ground, St Martin",,4,14.875,20.75,4.174825175,0,0
,Z Burgess,Bermuda,Kenya,"Farmers Cricket Club Ground, St Martin",,4,30.75,31.75,4.989007765,0,0
,CAW Jeffers,Bermuda,Kenya,"Farmers Cricket Club Ground, St Martin",,2,9.166666667,10,6.25,0,0
,C Trott,Bermuda,Kenya,"Farmers Cricket Club Ground, St Martin",,3,20,20.66666667,6.973077856,0,0
2022-08-13,GK Berg,Italy,Jersey,"Farmers Cricket Club Ground, St Martin",,27,20.43917368,44.53443632,3.491498486,4,2
,HJ Manenti,Italy,Jersey,"Farmers Cricket Club Ground, St Martin",,7,14.32142857,16.9047619,5.163764887,2,0
,Jaspreet Singh,Italy,Jersey,"Farmers Cricket Club Ground, St Martin",,13,15.45182292,18.53776042,5.313428461,1,0
,Ali Hasan,Italy,Jersey,"Farmers Cricket Club Ground, St Martin",,6,11.83333333,19.33333333,3.867166236,0,0
,ISW Ranepura,Italy,Jersey,"Farmers Cricket Club Ground, St Martin",,0,0,0,0,0,1
,AJ Mosca,Italy,Jersey,"Farmers Cricket Club Ground, St Martin",,0,0,0,0,0,1
,AW Hawkins-Kay,Jersey,Italy,"Farmers Cricket Club Ground, St Martin",,5,16.3,19.9,4.704684115,1,2
,J Sumerauer,Jersey,Italy,"Farmers Cricket Club Ground, St Martin",,14,16.79122861,18.73897135,6.663236074,1,0
,CW Perchard,Jersey,Italy,"Farmers Cricket Club Ground, St Martin",,16,12.50178571,15.13958333,5.044858928,1,3
,EJB Miles,Jersey,Italy,"Farmers Cricket Club Ground, St Martin",,13,18.38827839,18.23168498,6.092864519,1,2
,H Carlyon,Jersey,Italy,"Farmers Cricket Club Ground, St Martin",,16,10.23809524,14.92857143,4.60348136,0,0
,AM Tribe,Jersey,Italy,"Farmers Cricket Club Ground, St Martin",,2,33.66666667,33.66666667,5.385528757,0,0
,DG Blampied,Jersey,Italy,"Farmers Cricket Club Ground, St Martin",,16,13.95734127,15.9265873,7.255152244,1,3
2022-08-14,Tanzeel Sheikh,Kenya,Jersey,"Grainville, St Saviour",,4,6.375,12,5.238453079,0,1
,EB Ringera,Kenya,Jersey,"Grainville, St Saviour",,14,17.54545455,17.87012987,5.757682239,3,0
,NM Odhiambo,Kenya,Jersey,"Grainville, St Saviour",,5,32.75,32,5.285851243,0,1
,SO Ngoche,Kenya,Jersey,"Grainville, St Saviour",,17,16.69984917,21.06586224,5.571764706,0,3
,Vraj Patel,Kenya,Jersey,"Grainville, St Saviour",,13,12.96269841,19.60595238,4.614241072,1,3
,RR Patel,Kenya,Jersey,"Grainville, St Saviour",,10,10.16666667,12.11111111,5.912188547,0,0
,CO Obuya,Kenya,Jersey,"Grainville, St Saviour",,9,14.06481481,16.60185185,7.177375961,0,2
,J Sumerauer,Jersey,Kenya,"Grainville, St Saviour",,15,16.79122861,18.73897135,6.667020336,1,1
,D Birrell,Jersey,Kenya,"Grainville, St Saviour",,4,13,15,5.656545209,0,1
,EJB Miles,Jersey,Kenya,"Grainville, St Saviour",,14,18.28911565,18.71513605,5.949088482,1,3
,CW Perchard,Jersey,Kenya,"Grainville, St Saviour",,17,12.21736695,14.9745098,4.967498387,1,0
,AM Tribe,Jersey,Kenya,"Grainville, St Saviour",,3,33.66666667,33.66666667,5.090352505,0,0
,H Carlyon,Jersey,Kenya,"Grainville, St Saviour",,17,10.23809524,14.92857143,4.862100103,0,1
,DG Blampied,Jersey,Kenya,"Grainville, St Saviour",,17,14.410831,16.16619981,7.210731523,1,0
2022-09-20,DJ Willey,England,Pakistan,"National Stadium, Karachi",,68,21.05390302,22.81850318,7.237080634,2,0
,SM Curran,England,Pakistan,"National Stadium, Karachi",,68,22.49699851,22.69286188,7.223839986,5,1
,L Wood,England,Pakistan,"National Stadium, Karachi",,68,28.42858656,33.00181298,7.226795577,2,3
,RJ Gleeson,England,Pakistan,"National Stadium, Karachi",,24,18.62689394,13.40863997,9.037802935,2,0
,AU Rashid,England,Pakistan,"National Stadium, Karachi",,74,21.99325105,19.372301,7.382525178,2,2
,MM Ali,England,Pakistan,"National Stadium, Karachi",,89,18.79461643,20.75603288,7.451637893,1,1
,Naseem Shah,Pakistan,England,"National Stadium, Karachi",,43,16.94137688,19.69192777,7.070085574,4,0
,Mohammad Nawaz (3),Pakistan,England,"National Stadium, Karachi",,46,19.89209925,18.39615778,7.020280875,1,0
,Shahnawaz Dhani,Pakistan,England,"National Stadium, Karachi",,29,19.62234072,14.69886739,8.247334315,2,1
,Haris Rauf,Pakistan,England,"National Stadium, Karachi",,83,23.12884397,19.57494371,7.947351929,4,1
,Usman Qadir,Pakistan,England,"National Stadium, Karachi",,31,22.77346173,18.31588494,8.607459468,0,2
2022-09-22,Mohammad Hasnain,Pakistan,England,"National Stadium, Karachi",,33,22.47943779,18.59750034,8.089964733,1,0
,Mohammad Nawaz (3),Pakistan,England,"National Stadium, Karachi",,47,19.89209925,18.39615778,6.977296176,1,1
,Shahnawaz Dhani,Pakistan,England,"National Stadium, Karachi",,30,20.23492936,14.87557181,8.352423171,2,2
,Haris Rauf,Pakistan,England,"National Stadium, Karachi",,84,23.15111964,19.62762295,7.927145358,4,2
,Usman Qadir,Pakistan,England,"National Stadium, Karachi",,32,22.62429105,18.11851353,8.619726359,0,0
,DJ Willey,England,Pakistan,"National Stadium, Karachi",,69,21.05390302,22.81850318,7.269319153,2,0
,LA Dawson,England,Pakistan,"National Stadium, Karachi",,70,28.77162619,40.47978021,6.105612675,1,0
,SM Curran,England,Pakistan,"National Stadium, Karachi",,69,22.60573766,22.71180591,7.227842305,5,0
,L Wood,England,Pakistan,"National Stadium, Karachi",,69,28.13252009,32.63946786,7.209015931,2,0
,AU Rashid,England,Pakistan,"National Stadium, Karachi",,75,21.88000771,19.28067032,7.370491509,2,0
,MM Ali,England,Pakistan,"National Stadium, Karachi",,90,18.84134291,20.66985474,7.486790635,1,0
2022-09-23,Mohammad Hasnain,Pakistan,England,"National Stadium, Karachi",,34,22.47943779,18.59750034,8.212024594,1,1
,Mohammad Nawaz (3),Pakistan,England,"National Stadium, Karachi",,48,20.31101385,18.5129045,7.040269172,1,0
,Shahnawaz Dhani,Pakistan,England,"National Stadium, Karachi",,31,20.1789639,14.79894047,8.369441779,2,0
,Haris Rauf,Pakistan,England,"National Stadium, Karachi",,85,23.05522411,19.53788621,7.922120119,4,0
,Usman Qadir,Pakistan,England,"National Stadium, Karachi",,33,22.62429105,18.11851353,8.656704348,0,2
,LA Dawson,England,Pakistan,"National Stadium, Karachi",,71,28.77162619,40.47978021,6.111167426,1,0
,RJW Topley,England,Pakistan,"National Stadium, Karachi",,59,23.25929003,26.3886908,6.855158884,4,1
